epoch,loss,lr,val_loss
0,0.45672550797462463,0.001,0.3869631886482239
1,0.37337952852249146,0.001,0.36895379424095154
2,0.35438981652259827,0.001,0.35781824588775635
3,0.34446126222610474,0.001,0.35678377747535706
4,0.337002158164978,0.001,0.3494725823402405
5,0.3313782513141632,0.001,0.35656362771987915
6,0.3277955651283264,0.001,0.349673330783844
7,0.32467809319496155,0.001,0.3474580943584442
8,0.32154497504234314,0.001,0.34692296385765076
9,0.31897586584091187,0.001,0.3470174968242645
10,0.31689462065696716,0.001,0.35054874420166016
11,0.3157011866569519,0.001,0.3469790816307068
12,0.3137190043926239,0.001,0.3464109003543854
13,0.31258338689804077,0.001,0.34897422790527344
14,0.3110865652561188,0.001,0.3469666838645935
15,0.3106735348701477,0.001,0.3479796350002289
16,0.30946871638298035,0.001,0.35161256790161133
17,0.30405229330062866,0.0005,0.3450670540332794
18,0.3033371567726135,0.0005,0.3437349200248718
19,0.30269527435302734,0.0005,0.3426874876022339
20,0.3024485409259796,0.0005,0.3421418368816376
21,0.30146586894989014,0.0005,0.3453281819820404
22,0.30096331238746643,0.0005,0.3401648998260498
23,0.3010052740573883,0.0005,0.34838083386421204
24,0.30062857270240784,0.0005,0.34659671783447266
25,0.3002014756202698,0.0005,0.349046915769577
26,0.29969966411590576,0.0005,0.3487429916858673
27,0.2974895238876343,0.00025,0.3414659798145294
28,0.29702675342559814,0.00025,0.3431112468242645
29,0.29687270522117615,0.00025,0.34259501099586487
30,0.2963564395904541,0.00025,0.3435502350330353
31,0.2952466309070587,0.000125,0.34295353293418884
32,0.29496681690216064,0.000125,0.34347420930862427
