epoch,loss,lr,val_loss
0,0.48142382502555847,0.001,0.4081006348133087
1,0.4017557203769684,0.001,0.3909713327884674
2,0.3852587938308716,0.001,0.37849703431129456
3,0.37600845098495483,0.001,0.3779619634151459
4,0.37146082520484924,0.001,0.37769174575805664
5,0.36668661236763,0.001,0.37061285972595215
6,0.3640606105327606,0.001,0.37158912420272827
7,0.3611242473125458,0.001,0.36494407057762146
8,0.3600527048110962,0.001,0.3666397035121918
9,0.35819384455680847,0.001,0.3649043142795563
10,0.3567422926425934,0.001,0.3641451895236969
11,0.35546958446502686,0.001,0.36235955357551575
12,0.35480043292045593,0.001,0.36481335759162903
13,0.35381412506103516,0.001,0.36033159494400024
14,0.3532240092754364,0.001,0.36447611451148987
15,0.35230714082717896,0.001,0.3613281548023224
16,0.35150113701820374,0.001,0.3618638813495636
17,0.3507207930088043,0.001,0.36192452907562256
18,0.34786203503608704,0.0005,0.36090999841690063
19,0.347581148147583,0.0005,0.3572752773761749
20,0.3462352156639099,0.0005,0.35745951533317566
21,0.34605491161346436,0.0005,0.35681501030921936
22,0.3456565737724304,0.0005,0.35547569394111633
23,0.3461349904537201,0.0005,0.35907042026519775
24,0.34644657373428345,0.0005,0.35700470209121704
25,0.3459230363368988,0.0005,0.35677415132522583
26,0.3454624116420746,0.0005,0.3595740795135498
27,0.34343230724334717,0.00025,0.3554198145866394
28,0.34327638149261475,0.00025,0.3539210855960846
29,0.3429507911205292,0.00025,0.35535839200019836
30,0.34323981404304504,0.00025,0.3543737530708313
31,0.3428061604499817,0.00025,0.3550906777381897
32,0.34274014830589294,0.00025,0.35580581426620483
33,0.342136412858963,0.000125,0.3555736243724823
34,0.34195706248283386,0.000125,0.35353270173072815
35,0.3415549397468567,0.000125,0.3526161313056946
36,0.34127259254455566,0.000125,0.35414543747901917
37,0.34138208627700806,0.000125,0.3542914390563965
38,0.34172239899635315,0.000125,0.35444724559783936
39,0.3415628671646118,0.000125,0.3540323078632355
40,0.3413689136505127,6.25e-05,0.3536626994609833
41,0.34111276268959045,6.25e-05,0.3534016013145447
42,0.340630441904068,6.25e-05,0.3530089259147644
43,0.34086424112319946,6.25e-05,0.3526824414730072
44,0.34070515632629395,3.125e-05,0.3528786897659302
45,0.34102463722229004,3.125e-05,0.35290414094924927
