epoch,loss,lr,val_loss
0,0.4858584403991699,0.001,0.40728896856307983
1,0.4049990177154541,0.001,0.38400378823280334
2,0.38604485988616943,0.001,0.3740321695804596
3,0.3764389753341675,0.001,0.36968812346458435
4,0.36977776885032654,0.001,0.3659105598926544
5,0.3652845025062561,0.001,0.3636825382709503
6,0.3613976538181305,0.001,0.3642951250076294
7,0.35970738530158997,0.001,0.35657981038093567
8,0.3567622900009155,0.001,0.3630412518978119
9,0.35466107726097107,0.001,0.3549441695213318
10,0.3532264232635498,0.001,0.35910916328430176
11,0.35225963592529297,0.001,0.3515304625034332
12,0.351087749004364,0.001,0.35007786750793457
13,0.3494457006454468,0.001,0.3495917320251465
14,0.34872549772262573,0.001,0.354298859834671
15,0.34852489829063416,0.001,0.3473986089229584
16,0.34764406085014343,0.001,0.3542124330997467
17,0.3466704189777374,0.001,0.3517453670501709
18,0.34668487310409546,0.001,0.3493818938732147
19,0.3462860584259033,0.001,0.35192519426345825
20,0.34257158637046814,0.0005,0.3470182418823242
21,0.3417545557022095,0.0005,0.34686577320098877
22,0.3414853811264038,0.0005,0.34575915336608887
23,0.34147465229034424,0.0005,0.34571993350982666
24,0.34136340022087097,0.0005,0.34533822536468506
25,0.3403150141239166,0.0005,0.34699520468711853
26,0.34105026721954346,0.0005,0.34489694237709045
27,0.3405064344406128,0.0005,0.3455815613269806
28,0.340493381023407,0.0005,0.34431275725364685
29,0.3397771120071411,0.0005,0.3458702564239502
30,0.3400135040283203,0.0005,0.3434082865715027
31,0.3396473228931427,0.0005,0.34499236941337585
32,0.3396996855735779,0.0005,0.34552842378616333
33,0.3398396968841553,0.0005,0.34373605251312256
34,0.33937832713127136,0.0005,0.3452555239200592
35,0.337652325630188,0.00025,0.34267759323120117
36,0.33738237619400024,0.00025,0.34399521350860596
37,0.33726438879966736,0.00025,0.3432440459728241
38,0.33712777495384216,0.00025,0.3426452577114105
39,0.33676567673683167,0.00025,0.34422993659973145
40,0.336526095867157,0.000125,0.3424730598926544
41,0.33639416098594666,0.000125,0.3417189419269562
42,0.3361378312110901,0.000125,0.3422476053237915
43,0.3357783854007721,0.000125,0.34284141659736633
44,0.3361606001853943,0.000125,0.3428616523742676
45,0.3360983431339264,0.000125,0.34233951568603516
46,0.3357046842575073,6.25e-05,0.3417184352874756
47,0.3357853293418884,6.25e-05,0.34215420484542847
48,0.3352612853050232,6.25e-05,0.34235963225364685
49,0.33531343936920166,6.25e-05,0.3415728807449341
50,0.33578312397003174,6.25e-05,0.34218209981918335
51,0.33507558703422546,6.25e-05,0.3417589068412781
52,0.33485648036003113,6.25e-05,0.3413999378681183
53,0.33514437079429626,6.25e-05,0.34149545431137085
54,0.3351936638355255,6.25e-05,0.3419845998287201
55,0.3356422185897827,6.25e-05,0.34222596883773804
56,0.3356717824935913,6.25e-05,0.342197448015213
57,0.3351895809173584,3.125e-05,0.3414905369281769
58,0.3353813588619232,3.125e-05,0.3419061303138733
59,0.3348710834980011,3.125e-05,0.3414987623691559
60,0.33500832319259644,3.125e-05,0.3416488468647003
61,0.33500975370407104,1.5625e-05,0.34186437726020813
62,0.33493080735206604,1.5625e-05,0.3420562446117401
