epoch,loss,lr,val_loss
0,0.4655449092388153,0.001,0.3892885446548462
1,0.38374948501586914,0.001,0.37047523260116577
2,0.36552894115448,0.001,0.35889655351638794
3,0.35535427927970886,0.001,0.3581065833568573
4,0.34783935546875,0.001,0.35151207447052
5,0.34220829606056213,0.001,0.3568236827850342
6,0.3379868268966675,0.001,0.34981927275657654
7,0.3347216844558716,0.001,0.3482743501663208
8,0.3315452039241791,0.001,0.3461587727069855
9,0.32898613810539246,0.001,0.3439304828643799
10,0.3268107771873474,0.001,0.3435329794883728
11,0.32521766424179077,0.001,0.34177789092063904
12,0.32391369342803955,0.001,0.338873028755188
13,0.32194870710372925,0.001,0.34351396560668945
14,0.320878803730011,0.001,0.3432704508304596
15,0.320122092962265,0.001,0.3422093987464905
16,0.31864649057388306,0.001,0.3454172909259796
17,0.3140406906604767,0.0005,0.3410769999027252
18,0.313495934009552,0.0005,0.34176206588745117
19,0.3127058744430542,0.0005,0.34216880798339844
20,0.31236493587493896,0.0005,0.3428190350532532
21,0.3095782697200775,0.00025,0.34040671586990356
22,0.3088201880455017,0.00025,0.339826762676239
