epoch,loss,lr,val_loss
0,0.5247458815574646,0.001,0.44581276178359985
1,0.4524692893028259,0.001,0.4235110878944397
2,0.43581461906433105,0.001,0.4125804603099823
3,0.42706990242004395,0.001,0.4079521894454956
4,0.42178860306739807,0.001,0.40630602836608887
5,0.41786178946495056,0.001,0.41553938388824463
6,0.4155024290084839,0.001,0.40757447481155396
7,0.4136800765991211,0.001,0.40237030386924744
8,0.41206175088882446,0.001,0.4020509421825409
9,0.4106214642524719,0.001,0.40032386779785156
10,0.41021817922592163,0.001,0.4069541394710541
11,0.40954792499542236,0.001,0.4024033844470978
12,0.40923598408699036,0.001,0.4015481173992157
13,0.4082809388637543,0.001,0.4054085612297058
14,0.40528935194015503,0.0005,0.4024279713630676
15,0.4040202796459198,0.0005,0.4007626473903656
16,0.40367305278778076,0.0005,0.3981301188468933
17,0.40361592173576355,0.0005,0.39858123660087585
18,0.4037210941314697,0.0005,0.40301814675331116
19,0.4027968645095825,0.0005,0.39971688389778137
20,0.4030497372150421,0.0005,0.40737470984458923
21,0.4014669954776764,0.00025,0.40065687894821167
22,0.40114662051200867,0.00025,0.4012831449508667
23,0.400835782289505,0.00025,0.40001460909843445
24,0.40076738595962524,0.00025,0.4034877121448517
25,0.39898285269737244,0.000125,0.4000018239021301
26,0.3996289372444153,0.000125,0.4004771113395691
