epoch,loss,lr,val_loss
0,0.5055631995201111,0.001,0.4299328327178955
1,0.43867456912994385,0.001,0.410780131816864
2,0.42217448353767395,0.001,0.39598631858825684
3,0.41263771057128906,0.001,0.39249271154403687
4,0.4063631296157837,0.001,0.38560351729393005
5,0.4016924202442169,0.001,0.38899922370910645
6,0.3976292610168457,0.001,0.3844459652900696
7,0.39450544118881226,0.001,0.3779284954071045
8,0.3915000855922699,0.001,0.37692612409591675
9,0.3887997567653656,0.001,0.37536585330963135
10,0.3872118890285492,0.001,0.3777656853199005
11,0.3859626352787018,0.001,0.37563785910606384
12,0.3847150504589081,0.001,0.3731289505958557
13,0.3829171657562256,0.001,0.3742665946483612
14,0.3819934129714966,0.001,0.37020522356033325
15,0.38018298149108887,0.001,0.37057653069496155
16,0.38002514839172363,0.001,0.37305453419685364
17,0.37922295928001404,0.001,0.3691677451133728
18,0.37904322147369385,0.001,0.37306472659111023
19,0.3779309093952179,0.001,0.3716949224472046
20,0.3777403235435486,0.001,0.37410807609558105
21,0.37686601281166077,0.001,0.37078189849853516
22,0.3742687702178955,0.0005,0.3715876042842865
23,0.373989999294281,0.0005,0.36860305070877075
24,0.37319862842559814,0.0005,0.37186992168426514
25,0.37216508388519287,0.0005,0.36933377385139465
26,0.37237948179244995,0.0005,0.3673316538333893
27,0.37199899554252625,0.0005,0.36905038356781006
28,0.3723927438259125,0.0005,0.36772534251213074
29,0.37122344970703125,0.0005,0.36997851729393005
30,0.37119024991989136,0.0005,0.3707927167415619
31,0.36942532658576965,0.00025,0.3699619770050049
32,0.369712769985199,0.00025,0.36855798959732056
33,0.3694159686565399,0.00025,0.3688790500164032
34,0.3692237138748169,0.00025,0.36738142371177673
35,0.3683325946331024,0.000125,0.3683634102344513
36,0.3683769702911377,0.000125,0.3666722774505615
37,0.3678164780139923,0.000125,0.36715036630630493
38,0.3685220777988434,0.000125,0.36896926164627075
39,0.3683932423591614,0.000125,0.36876270174980164
40,0.36844006180763245,0.000125,0.36644771695137024
41,0.3685101568698883,0.000125,0.36765947937965393
42,0.3679787218570709,0.000125,0.36672648787498474
43,0.36766964197158813,0.000125,0.36891329288482666
44,0.3680891692638397,0.000125,0.36891037225723267
45,0.3678883910179138,6.25e-05,0.367910236120224
46,0.3671810030937195,6.25e-05,0.3664579391479492
47,0.36816924810409546,6.25e-05,0.3671562969684601
48,0.3677164316177368,6.25e-05,0.36724361777305603
49,0.3672628700733185,3.125e-05,0.3681265115737915
50,0.3667716681957245,3.125e-05,0.36785364151000977
